0	0	0	0	0	0	0	65	109	139	192	195	131	117	136	191	113	88	81	66	93	43	28	26	23	28	14	6	4	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	39	59	119	221	162	207	340	296	291	299	211	197	201	140	66	37	29	12	5	2	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1128	389	309	240	196	150	156	101	93	82	68	25	13	5	1	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	12	26	75	313	186	147	188	201	194	214	166	127	122	74	42	39	31	12	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	16	20	32	76	65	103	96	91	194	205	232	214	213	183	114	71	38	12	4	0	0	1
0	0	0	0	66	260	297	309	272	377	434	425	274	251	220	224	55	39	45	40	25	31	47	33	23	9	5	4	2	1	0	0	0	0
0	0	0	0	0	0	159	191	226	256	351	312	190	220	262	346	181	146	154	121	142	133	76	64	89	50	17	4	2	0	0	1	0	0
0	0	0	0	0	0	0	0	97	128	218	247	379	521	745	1661	1024	692	562	340	288	302	192	155	239	131	83	44	15	9	1	0	0	0
0	0	0	0	0	125	168	168	168	170	253	266	251	260	239	309	262	222	192	116	95	100	87	60	109	93	42	21	17	5	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	807	467	400	553	511	422	278	144	98	79	64	34	19	8	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	85	279	521	513	898	674	347	191	172	150	83	79	22	6	4	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	29	50	112	186	186	265	337	275	216	103	39	34	45	42	26	8	1	2	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	13	39	83	84	154	231	261	341	379	319	200	185	122	53	25	6	1	1	0	0	0
0	0	0	0	0	0	213	207	229	189	103	88	59	13	6	2	0	0	0	0	1	0	7	46	325	311	237	205	190	91	19	3	5	3
0	0	0	0	0	0	204	174	143	89	66	33	7	1	1	0	0	1	0	0	0	0	19	44	290	281	206	144	138	49	28	5	3	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	280	539	818	655	333	215	148	92	99	55	18	13	7	2	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	103	311	317	270	176	118	49	10	3	0	0
0	0	0	0	251	309	335	283	244	248	421	339	324	259	145	127	89	88	71	238	707	1063	936	742	664	308	135	94	40	22	8	1	4	0
0	0	0	0	220	305	283	233	226	220	394	399	330	321	134	110	77	70	74	200	468	596	447	329	304	238	86	60	19	6	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	50	90	148	439	188	119	115	92	104	128	117	83	90	87	43	36	11	8	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	702	243	214	312	288	203	207	144	119	358	225	89	52	25	15	3	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	66	90	171	481	407	555	568	577	562	791	681	569	526	397	268	158	63	50	15	7	5	0
0	0	0	0	123	162	196	169	217	177	132	62	33	8	2	0	0	0	1	1	0	0	49	98	381	490	615	526	481	208	100	18	11	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	503	592	828	811	638	623	293	148	90	48	20	4	4	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	1027	1303	1502	1399	1034	907	465	191	113	61	26	2	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2035	641	392	269	203	182	225	227	170	165	108	61	47	9	14	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	1699	690	413	391	419	446	486	518	404	568	362	176	79	46	16	2	3	6	0
0	0	0	0	0	0	0	0	117	231	286	224	205	264	269	461	326	610	430	217	130	140	91	72	62	62	53	42	27	22	11	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	257	405	755	713	786	1043	911	714	456	264	183	84	32	10	0
0	0	0	0	0	0	457	667	734	716	947	738	579	479	508	647	571	618	456	369	477	660	538	420	412	336	286	154	142	82	59	15	8	3
0	0	0	0	0	0	0	0	0	0	0	0	164	238	245	454	373	425	302	213	144	206	139	109	152	120	46	43	26	25	17	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	117	204	332	610	700	536	465	274	167	111	65	35	18	2	2	0
0	0	3964	7380	8039	8484	6740	4182	2879	2569	3000	8206	11114	10573	11829	16726	10433	8145	7123	8540	8515	8479	6157	4039	1627	631	463	224	85	25	8	8	4	3
0	0	0	0	1287	2088	2410	2292	2248	2102	2682	1808	1181	787	749	1926	1879	2077	1870	1328	923	803	692	548	539	209	97	65	31	10	1	2	0	1
0	0	0	0	0	0	1568	1679	1903	2334	3172	3069	2562	2455	2207	1802	1530	1260	1149	884	750	775	597	372	321	108	97	48	8	6	0	1	1	0
0	4413	3189	4664	3097	2439	1612	1022	718	732	1029	887	536	181	62	26	20	25	21	19	31	180	580	1445	1125	619	443	329	215	88	22	4	4	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	379	752	964	201	28	29	42	17	4	0	1	0	0
0	0	0	0	0	647	693	658	647	812	1322	1340	1540	1809	2158	3068	2580	3219	2655	2218	1900	2186	2166	1541	1029	377	157	60	35	4	2	1	0	0
0	0	0	0	0	0	0	379	407	492	729	693	732	714	677	828	800	1569	1323	1428	1919	2351	2127	1331	1834	712	299	129	41	11	4	0	0	1
0	0	467	3485	4016	4522	4831	4395	4264	4115	5703	4157	4050	4957	4580	4554	4230	4306	3305	2350	1812	1564	1477	1111	1180	401	206	140	56	26	5	1	2	1
0	0	1119	1204	1184	1166	1085	936	903	1110	1098	941	783	687	719	790	560	647	644	577	535	513	441	476	640	374	201	199	108	39	13	3	1	1
0	0	0	0	0	0	0	0	502	648	1141	1191	1305	1541	1485	2161	1837	1603	969	577	394	360	356	273	307	161	66	13	6	4	1	0	0	0
0	0	0	0	0	0	399	504	628	674	1191	1045	942	728	518	458	291	361	213	181	178	1523	2277	1430	314	56	16	9	4	3	1	1	0	0
0	114	539	2715	2753	2959	3486	3220	3501	4493	6796	7748	7535	7764	8565	15976	9815	8078	7305	6893	7817	9932	8128	6597	9435	4346	1888	853	380	126	27	5	4	1
0	0	0	0	0	0	0	417	644	797	1181	1025	1427	1690	1575	1892	1118	946	718	552	476	589	452	490	511	443	294	219	100	28	7	0	0	0
0	0	0	588	702	760	948	1021	1339	1309	1547	1171	961	1051	1100	1370	1304	1317	1333	1150	942	931	664	549	673	632	830	463	253	79	20	4	1	4
0	0	0	0	0	0	0	0	0	0	232	441	978	1057	1221	1360	835	771	785	664	673	792	578	472	582	451	309	203	80	35	9	0	0	0
0	0	0	0	0	605	754	658	639	615	730	521	257	199	122	114	55	74	33	28	44	44	33	15	23	11	7	5	2	3	1	0	0	0
0	0	0	0	0	347	672	571	694	544	613	307	190	155	112	83	47	40	37	24	19	8	20	11	17	14	28	14	4	1	0	0	0	0
0	0	0	0	0	315	365	328	318	258	262	169	111	83	40	40	35	40	22	17	3	8	10	6	3	4	2	1	0	0	0	0	0	0
